"SortIndex","VirtualDistance (m)","DepthOfCover (m)","ACVG_VSS_DB","Attenuation","DCVGPercentIR","CPCIPS_OnPotential","CPCIPS_InstantOffPotential","ACPSP_OnPotential","Latitude","Longitude","Pipe_Top_Elevation (m)","Pipe_Center_Elevation (m)","Pipe_Bottom_Elevation (m)","ALIASList","FeatureID","ROWALIASList","Comment"
0,0,10.096,111,0,0,-0.611,-0.541,0.555,26.48888992875,90.5465155060834,38.053,37.8752,37.6974,,9000,,Ij ; unp
1,1.59837545360987,9.89553898298146,108,0,0,-0.618,-0.557,0.544,26.4888851012778,90.5465005999445,38.2947297603473,38.1169297603473,37.9391297603473,,9000,,protected
2,3.26937535952168,9.68589028438878,107,0,0,-0.574,-0.5,0.538,26.4888819,90.5464844181667,38.5433152886107,38.3655152886107,38.1877152886107,,9000,,
3,4.8899612989682,9.48250098047895,109,5.61669772149554,0,-0.601,-0.528,0.513,26.4888780145,90.5464689354445,38.7809336760794,38.6031336760794,38.4253336760794,,9000,,
4,6.34560154475902,9.29976320899742,108,34.485084476767,0,-0.604,-0.552,0.498,26.4888745053333,90.5464550304444,38.9917051232389,38.8139051232389,38.6361051232389,,9000,,
5,7.73201621472575,9.125632160075,106,39.0276865880301,0,-0.654,-0.589,0.505,26.4888796635,90.5464425198333,39.187892036691,39.010092036691,38.832292036691,,9000,,
6,9.20592622666558,8.94036677730242,106,16.9988081930262,0,-0.625,-0.571,0.41,26.4888911276667,90.54643530475,39.3882974762866,39.2104974762866,39.0326974762866,,9000,Riser,
7,10.701066973308,8.75207298759527,103,21.0992734977081,0,-0.62,-0.572,0.216,26.4889043877621,90.5464379992759,39.5762142411658,39.3984142411658,39.2206142411658,,9000,,
8,12.1160194269095,8.56569504842518,103,35.4550959091163,0,-0.611,-0.554,0.077,26.4889168957824,90.5464399808897,39.7791883847623,39.6013883847623,39.4235883847623,,9000,,
9,13.6363326025908,8.37450123470206,103,54.6434647111189,0,-0.605,-0.533,0.105,26.4889303480885,90.5464421121046,39.9870621491303,39.8092621491303,39.6314621491303,,9000,,
10,14.6892934399199,8.24197053915543,100,54.6434647111189,0,-0.677,-0.616,0.079,26.4889396628843,90.5464435878244,40.1328076993304,39.9550076993304,39.7772076993304,,9000,,
11,15.9433010123546,8.08435651027212,95,54.6434647111189,0,-0.688,-0.626,0.074,26.488950752201,90.5464453446774,40.3095529481807,40.1317529481807,39.9539529481807,,9000,,
12,17.2850853008521,7.91541997053824,97,49.9082856758141,0,-0.662,-0.359,0.1,26.4889626129785,90.5464472237513,40.5023740995141,40.3245740995142,40.1467740995142,,9000,,
13,18.7914865546595,7.7257866447027,97,7.43483519306234,0,-0.679,-0.609,0.241,26.4889759263558,90.5464493329573,40.720801729443,40.543001729443,40.365201729443,,9000,,
14,22.0221045522302,7.3184002308927,94,0,0,-0.667,-0.608,0.239,26.4890044753428,90.5464538559052,41.1913682950359,41.0135682950359,40.8357682950359,,9000,,
15,24.0777786896084,7.05988836760215,96,13.3083640504811,0,-0.627,-0.565,0.222,26.489022637319,90.5464567332646,41.4938401922595,41.3160401922595,41.1382401922595,,9000,,
16,25.4737506129292,6.88124956433709,93,29.1771163860928,0,-0.613,-0.545,0.228,26.4890349666174,90.5464586865669,41.7023636366749,41.5245636366749,41.3467636366749,,9000,,
17,27.416383880925,6.63691772413527,92,20.1775667393793,0,-0.612,-0.552,0.217,26.489052125208,90.5464614049633,41.9916910833269,41.8138910833269,41.6360910833269,,9000,,
18,29.4446892896885,6.37987554804224,86,21.5164867237912,0,-0.582,-0.521,0.153,26.4890700373823,90.5464642427489,42.2960940886658,42.1182940886658,41.9404940886658,,9000,,
19,30.6657203068555,6.22549361720299,87,113.656202137188,0,-0.598,-0.535,0.116,26.4890808212441,90.5464659512122,42.4787443380199,42.3009443380199,42.1231443380199,,9000,Above Ground Pipe,
20,33.6365494475762,5.82577429649672,87,102.021504434543,0,-0.574,-0.524,0.078,26.4891070260572,90.5464701027837,42.9468109630908,42.7690109630908,42.5912109630908,,9000,,
21,34.8993576097752,5.66509196233321,90,102.021504434543,0,-0.546,-0.494,0.091,26.4891181788261,90.5464718696931,43.1357540278926,42.9579540278926,42.7801540278926,,9000,,
22,35.3893824163557,5.59214083293151,96,102.021504434543,0,-0.22,-0.163,0.074,26.4891224909988,90.5464725528615,43.2198000647422,43.0420000647422,42.8642000647422,,9000,,
23,35.607695400709,5.37929310499027,95,15.4817515851599,0,-0.409,-0.374,0.085,26.4891226232357,90.5464725738115,43.4376105069952,43.2598105069952,43.0820105069952,,9000,,
24,35.7746631139197,5.32495545182687,96,34.5823436981533,0,-0.291,-0.231,0.061,26.4891240143093,90.5464727941963,43.4978150592165,43.3200150592165,43.1422150592165,,9000,,
25,37.0835416245054,5.13987337797902,93,48.0521649929528,0,-0.229,-0.194,0.02,26.4891355519631,90.5464746220825,43.7092845443037,43.5314845443037,43.3536845443037,,9000,,
26,38.824738596067,4.92044805215673,94,48.0521649929528,0,-0.121,-0.094,0.039,26.4891509311272,90.5464770585716,43.9687677043996,43.7909677043996,43.6131677043996,,9000,,
27,40.7859252349315,4.67306487005668,81,48.0521649929528,0,-0.533,-0.485,0.035,26.4891682552323,90.5464798031942,44.2596372950986,44.0818372950986,43.9040372950986,,9000,,
28,42.6182543284033,4.44284175494005,80,74.424889816054,0,-0.466,-0.424,0.034,26.48918443725,90.5464817731667,44.5259866499471,44.3481866499471,44.1703866499471,,9000,Above Ground Pipe|Road,
29,45.5179389549285,4.07891263882451,81,0,0,-0.375,-0.304,0.043,26.4892095207222,90.5464888557222,44.9507073464787,44.7729073464787,44.5951073464787,,9000,,
30,48.9497739894598,3.64804482636172,85,0,0,0.005,-0.046,0.029,26.489239413,90.5464963359444,45.4453012978094,45.2675012978094,45.0897012978094,,9000,Road,
31,53.4859931699401,2.88360706788932,70,0,0,-0.497,-0.433,0.042,26.4892676400676,90.5465287246617,46.3073814928283,46.1295814928283,45.9517814928283,,9000,,Bemd
32,55.0267006371392,2.62383231659893,67,0,0,-0.515,-0.431,0.048,26.4892772175833,90.5465389334167,46.5960376941833,46.4182376941833,46.2404376941833,,9000,,
33,56.3364287353574,2.45933910920254,67,0,0,-0.519,-0.435,0.038,26.4892811230289,90.5465517764194,46.7884761536621,46.6106761536621,46.4328761536621,,9000,,
34,61.4229890160341,1.802,61,0,0,-0.502,-0.433,0.049,26.4892962293737,90.5465992842665,47.576,47.3982,47.2204,,9000,,
35,63.014272695708,1.912,61,0,0,-0.478,-0.43,0.035,26.4893010105535,90.5466143205809,47.5258250191409,47.3480250191409,47.1702250191409,,9000,,
36,63.3812178575114,1.754,60,0,0,-0.475,-0.433,0.033,26.4893019931069,90.54661741061,47.6926055115086,47.5148055115086,47.3370055115086,,9000,,
37,65.8264566899337,0.166000000000004,54,0,0,-0.464,-0.244,0.024,26.48930739488,90.5466343986348,49.3509804448061,49.1731804448061,48.9953804448061,,9000,,
38,66.6383710738318,0.870000000000005,55,9.4840902783809,0,-0.522,-0.488,0.032,26.4893086956665,90.5466384894768,48.6639855886544,48.4861855886544,48.3083855886544,,9000,Above Ground Pipe,
39,67.3613604681317,0.178000000000004,48,8.73703594893405,0,-0.388,-0.363,0.022,26.4893092642362,90.5466402775709,49.3617965943499,49.1839965943499,49.0061965943499,,9000,Riser,
40,68.1535781535249,0.566000000000003,58,13.368307233183,0,-0.392,-0.174,0.028,26.4893113805048,90.5466469330226,48.9984726403468,48.8206726403468,48.6428726403468,,9000,,
41,69.4833852700619,1.762,61,20.6458713315389,0,-0.541,-0.5,0.031,26.4893132491877,90.5466528098432,47.8229038019442,47.6451038019442,47.4673038019442,,9000,,
42,70.5963526823662,0.673999999999999,57,17.4856198926804,0,-0.127,-0.167,0.027,26.4893138993767,90.5466548546229,48.9146524275506,48.7368524275506,48.5590524275506,,9000,,
43,72.3800121419476,0.102000000000004,53,1.14951585795768,0,0.012,-0.021,0.031,26.4893189108704,90.5466706152743,49.5488335299191,49.3710335299191,49.1932335299191,,9000,,
44,76.6020158704163,0.228000000000002,45,10.1919566119228,0,-0.429,-0.38,0.042,26.4893316024282,90.5467105289968,49.5717303179307,49.3939303179307,49.2161303179307,,9000,,
45,76.8723091243593,0.328000000000003,45,1.99484061471462,0,-0.443,-0.396,0.039,26.4893323681279,90.5467129370499,49.4812965265778,49.3034965265778,49.1256965265778,,9000,,
46,77.3077447729011,0.302,45,5.68349637896268,0,-0.45,-0.405,0.04,26.4893336711022,90.5467170347806,49.5228922446388,49.3450922446388,49.1672922446388,,9000,,
47,78.6022492975583,0.210000000000001,46,6.87085933362916,0,-0.439,-0.397,0.04,26.4893375407103,90.5467292043347,49.6597010173428,49.4819010173428,49.3041010173428,,9000,,
48,79.567898256085,0.268000000000001,52,19.8034343489043,0,-0.002,0.381,0.029,26.4893404426836,90.5467383307709,49.6362435234944,49.4584435234944,49.2806435234944,,9000,,
49,81.0813643399292,0.0560000000000045,56,21.0005005780554,0,-0.156,-0.184,0.04,26.4893449221659,90.5467524183308,49.9009645091677,49.7231645091677,49.5453645091677,,9000,,
50,82.1534791232314,0.25,58,57.4327866092716,0,0.01,0.172,0.034,26.48934811061,90.5467624456971,49.7446704533841,49.5668704533841,49.3890704533841,,9000,,
51,84.0815113846301,0.208000000000006,51,53.5722603225581,0,-0.412,-0.372,0.067,26.4893538969306,90.5467806431558,49.8551192471572,49.6773192471572,49.4995192471572,,9000,,
52,87.7438212707988,1.006,57,42.2872641659349,0,-0.322,-0.281,0.111,26.4893647193102,90.5468146785917,49.1832503173395,49.0054503173395,48.8276503173395,,9000,,
53,88.7272926750826,1.306,57,48.9329281437255,0,-0.435,-0.4,0.128,26.4893675651477,90.5468236285067,48.916809252521,48.739009252521,48.561209252521,,9000,,
54,89.1954635710342,1.538,68,48.9329281437255,0,-0.477,-0.427,0.176,26.4893688133283,90.5468275539283,48.7005265925657,48.5227265925657,48.3449265925657,,9000,,
55,89.995228042608,1.442,62,47.9195255727049,0,-0.531,-0.479,0.193,26.4893711880211,90.546835022136,48.8253616375444,48.6475616375444,48.4697616375444,,9000,,
56,91.2481979062887,1.526,66,46.9976552900039,0,-0.606,-0.549,0.235,26.4893749526967,90.5468468617249,48.786,48.6082,48.4304,,9000,,
57,92.242945673276,1.624,70,44.0679467642694,0,-0.676,-0.53,0.17,26.4893778867636,90.5468560891216,48.978,48.8002,48.6224,,9000,,
58,93.445959084996,1.618,70,47.9899241631322,0,-0.261,-0.088,0.077,26.4893814334543,90.5468672431723,49.213,49.0352,48.8574,,9000,,
59,95.038097831416,1.442,67,28.4989879428644,0,-0.739,-0.221,0.205,26.4893860839167,90.5468813080833,49.574,49.3962,49.2184,,9000,,
60,95.9156107307006,1.212,59,36.8965116207143,0,-0.61,-0.538,0.164,26.4893887056061,90.5468897385677,49.849,49.6712,49.4934,,9000,Above Ground Pipe,
61,97.6718914970187,0.0280000000000058,70,28.2290613906445,0,-0.643,-0.032,0.049,26.4893917592128,90.5468989033752,51.31,51.1322,50.9544,,9000,,
62,98.8654298018885,0.244,65,27.819479812157,0,-0.604,-0.543,0.044,26.4893954748457,90.5469100551291,51.176,50.9982,50.8204,,9000,,
63,100.220977466796,0.68,64,25.4854688176433,0,-0.601,-0.541,0.042,26.4893995818358,90.5469223814695,50.831,50.6532,50.4754,,9000,,
64,101.468231333668,0.594000000000001,61,31.006994660201,0,-0.618,-0.554,0.045,26.4894034529287,90.5469339998136,51.001,50.8232,50.6454,,9000,,
65,103.057582396651,0.644000000000005,59,34.3460384731753,0,-0.64,-0.577,0.049,26.4894084153109,90.5469488934586,51.132,50.9542,50.7764,,9000,,
66,104.618188093227,0.545999999999999,61,26.7289130548448,0,-0.652,-0.59,0.048,26.4894132949275,90.5469635387044,51.034,50.8562,50.6784,,9000,,
67,105.727700079531,0.454000000000001,54,25.3267461613852,0,-0.649,-0.588,0.053,26.489416763824,90.5469739499442,51.105,50.9272,50.7494,,9000,,
68,107.029872446271,0.526000000000003,53,21.3281616251779,0,-0.64,-0.588,0.058,26.4894208263643,90.5469861428975,51.224,51.0462,50.8684,,9000,,
69,108.572784340998,0.469999999999999,52,20.7741270041457,0,-0.679,-0.614,0.063,26.4894256562893,90.5470006390172,51.162,50.9842,50.8064,,9000,,
70,110.450521581539,0.524000000000001,57,18.6516783385271,0,-0.658,-0.594,0.07,26.489431531566,90.5470182725729,51.067,50.8892,50.7114,,9000,,
71,111.852864423079,0.440000000000005,50,17.3558760635765,0,-0.646,-0.59,0.068,26.4894358849157,90.5470313383513,51.256,51.0782,50.9004,,9000,,
72,113.749642247853,0.684000000000005,53,28.935880028298,0,-0.64,-0.576,0.071,26.4894417712828,90.5470490052068,50.996,50.8182,50.6404,,9000,,
73,115.380149575273,0.667999999999999,52,11.0121731150337,0,-0.649,-0.579,0.08,26.4894467783016,90.5470640328654,51.319,51.1412,50.9634,,9000,,
74,116.731545959341,0.648000000000003,58,15.1889967614329,0,-0.639,-0.45,0.09,26.4894509691719,90.547076611007,51.511,51.3332,51.1554,,9000,,
75,117.895081841053,0.778000000000006,53,14.2663900621571,0,-0.602,-0.524,0.097,26.4894542410074,90.5470864308344,50.998,50.8202,50.6424,,9000,,
76,119.209810768025,0.766000000000005,64,14.9644120565139,0,-0.616,-0.544,0.106,26.4894577960314,90.5470971006039,50.334,50.1562,49.9784,,9000,Above Ground Pipe,
77,121.236506346705,0.792000000000002,62,16.1322682442322,0,-0.649,-0.571,0.193,26.4894626301768,90.5471116094323,49.02,48.8422,48.6644,,9000,,
78,123.311871938682,0.958000000000006,64,15.8369080919477,0,-0.648,-0.579,0.228,26.489469061064,90.5471309106067,49.326,49.1482,48.9704,,9000,,
79,124.551648355954,0.731999999999999,61,28.7267912373087,0,-0.624,-0.56,0.274,26.4894729102066,90.5471424631342,49.492,49.3142,49.1364,,9000,,
80,124.967165433301,0.710000000000001,70,28.7267912373087,0,-0.622,-0.306,0.262,26.4894741876319,90.5471462971032,49.572,49.3942,49.2164,,9000,,
81,126.369427707067,0.846000000000004,57,11.3737234001351,0,-0.645,-0.256,0.271,26.4894785562649,90.547159408796,49.424,49.2462,49.0684,,9000,,
82,127.875680172187,1.014,61,21.6931356078606,0,-0.652,-0.577,0.28,26.4894832118664,90.5471733817796,49.178,49.0002,48.8224,,9000,,
83,129.507031216891,1.02200000000001,62,11.446390060112,0,-0.643,-0.554,0.289,26.4894882501447,90.5471885033071,48.904,48.7262,48.5484,,9000,,
84,131.221665551596,1.566,64,12.6452974810014,0,-0.655,-0.56,0.323,26.489493361925,90.5472038454446,48.377,48.1992,48.0214,,9000,,
85,132.692506287519,1.758,65,53.4091631494773,0,-0.661,-0.562,0.326,26.4894979555,90.5472170706667,48.434,48.2562,48.0784,,9000,,
86,134.294459402209,1.87,65,55.591804911213,0,-0.683,-0.579,0.335,26.4895021374007,90.5472325256102,48.829,48.6512,48.4734,,9000,,
87,135.924170934187,1.812,65,55.591804911213,0,-0.677,-0.569,0.366,26.489505905406,90.5472459504606,49.659,49.4812,49.3034,,9000,,
88,137.186655582448,1.742,57,59.7515297673871,0,-0.7,-0.592,0.383,26.4895092640736,90.5472579169052,49.835,49.6572,49.4794,,9000,,
89,138.740231699596,1.76000000000001,64,60.0637927080818,0,-0.659,-0.548,0.436,26.4895134350958,90.547272777657,49.892,49.7142,49.5364,,9000,,
90,140.836377572782,3.248,65,68.5567329931221,0,-0.604,-0.498,0.449,26.4895174096257,90.547286938341,48.407,48.2292,48.0514,,9000,,
91,143.020157582296,1.434,63,66.0201796257693,0,-0.603,-0.489,0.451,26.4895209334502,90.5472994932306,50.153,49.9752,49.7974,,9000,Gravel Road,
92,144.345573392651,1.358,71,66.0201796257693,0,-0.322,-0.264,0.258,26.4895241621127,90.547310996504,50.712,50.5342,50.3564,,9000,,
93,145.506782555121,1.224,71,69.179558584664,0,-0.143,-0.032,0.263,26.4895272351889,90.5473219454484,50.912,50.7342,50.5564,,9000,,
94,146.943669364449,1.606,73,28.6349846500571,0,-0.558,-0.45,0.549,26.489530563377,90.5473338033254,50.184,50.0062,49.8284,,9000,,
95,161.782628863267,15.396,94,6.29793708939007,0,-0.565,-0.453,0.707,26.489535385655,90.5473509844466,35.454,35.2762,35.0984,,9000,,
96,172.05158930809,3.048,73,6.62200901455673,0,-0.573,-0.476,0.652,26.4895405982587,90.5473695562551,45.538,45.3602,45.1824,,9000,,
97,173.187005562814,1.724,69,6.25470484394467,0,-0.558,-0.206,0.652,26.4895408670396,90.5473705138854,46.669,46.4912,46.3134,,9000,,
98,175.636699870118,1.302,63,7.18158785365983,0,-0.654,-0.5,0.801,26.4895470162621,90.5473924227548,45.796,45.6182,45.4404,,9000,,
99,176.685058807617,1.302,60,6.29233831905064,0,-0.626,-0.491,0.85,26.4895498142589,90.5474023916531,45.676,45.4982,45.3204,,9000,,
100,177.75708430313,1.234,60,50.8387263760228,0,-0.653,-0.521,0.873,26.4895526168599,90.5474123769587,45.429,45.2512,45.0734,,9000,,
101,179.055159024365,1.09,63,50.8387263760228,0,-0.667,-0.532,0.882,26.4895560191578,90.5474244989106,45.144,44.9662,44.7884,,9000,,
102,179.365112585532,1.124,60,49.1235733512207,0,-0.665,-0.536,0.787,26.4895566951438,90.5474269073626,45.325,45.1472,44.9694,,9000,,
103,180.869457534853,1.2,60,46.8542280534275,0,-0.66,-0.526,0.692,26.4895607284579,90.5474412775512,45.421,45.2432,45.0654,,9000,,
104,183.733578568854,1.328,61,0,0,-0.638,-0.508,0.712,26.4895630808087,90.5474496586828,48.148,47.9702,47.7924,,9000,,
105,184.353324419566,1.05,58,0,0,-0.623,-0.502,0.767,26.4895646956314,90.5474554120952,48.299,48.1212,47.9434,,9000,,
106,185.74776011896,1.19,64,0,0,-0.437,-0.326,0.864,26.4895679766996,90.5474671021361,47.626,47.4482,47.2704,,9000,,
107,187.125703063297,1.13200000000001,60,0,0,-0.443,-0.335,0.929,26.489571319594,90.54747901246,48.218,48.0402,47.8624,,9000,,
108,189.78566687215,1.206,62,0,0,-0.441,-0.325,0.482,26.4895777080942,90.5475017739166,49.41,49.2322,49.0544,,9000,,
109,191.109055561284,1.32,62,0,0,-0.459,-0.336,0.515,26.4895810245028,90.5475135898867,49.887,49.7092,49.5314,,9000,,
110,192.226588972196,1.234,65,0,0,-0.534,-0.398,0.478,26.4895840268029,90.5475242867292,49.881,49.7032,49.5254,,9000,,
111,193.751968629978,1.268,61,0,0,-0.557,-0.435,0.482,26.489588116041,90.5475388562096,49.981,49.8032,49.6254,,9000,,
112,195.07922383564,1.26000000000001,67,0,0,-0.586,-0.443,0.489,26.4895916817671,90.5475515604822,49.974,49.7962,49.6184,,9000,,
113,196.381262672977,1.318,63,0,0,-0.618,-0.269,0.508,26.489595153616,90.547563930286,50.133,49.9552,49.7774,,9000,,
114,197.163393277878,1.314,61,0,0,-0.717,-0.543,0.511,26.4895972126497,90.5475712663916,50.289,50.1112,49.9334,,9000,,
115,198.078686001929,1.34,64,0,0,-0.704,-0.518,0.524,26.4895995758476,90.5475796862019,50.542,50.3642,50.1864,,9000,,
116,198.926495799304,1.39400000000001,62,0,0,-1.195,-0.73,0.192,26.4896001939088,90.5475818882854,49.726,49.5482,49.3704,,9000,,
117,200.087155029667,1.356,63,0,0,-1.198,-0.696,0.183,26.4896033118118,90.5475929970296,49.71,49.5322,49.3544,,9000,,
118,201.403556100031,1.356,61,0,0,-1.214,-0.734,0.186,26.4896068304167,90.5476049784167,49.627,49.4492,49.2714,,9000,,
119,202.812749128982,1.13200000000001,60,0,0,-1.227,-0.743,0.186,26.4896111672435,90.5476187333396,49.809,49.6312,49.4534,,9000,,
120,204.153747845674,1.26000000000001,61,0,0,-1.221,-0.74,0.19,26.4896153125413,90.5476313448384,49.737,49.5592,49.3814,,9000,,
121,205.798108984785,1.166,60,0,0,-1.254,-0.753,0.189,26.4896203919434,90.5476467982271,49.845,49.6672,49.4894,,9000,,
122,207.200603756195,1.178,55,0,0,-1.257,-0.754,0.192,26.4896247307264,90.5476599983881,49.896,49.7182,49.5404,,9000,,
123,208.565574341146,1.172,57,0,0,-1.268,-0.752,0.191,26.4896289555086,90.5476728517216,49.921,49.7432,49.5654,,9000,,
124,210.20736589781,1.152,57,0,0,-1.202,-0.693,0.192,26.4896340365816,90.5476883102104,49.959,49.7812,49.6034,,9000,,
125,211.679321704727,1.206,60,0,0,-1.277,-0.752,0.192,26.4896385930826,90.5477021727643,49.972,49.7942,49.6164,,9000,,
126,213.044851661125,1.158,59,0,0,-1.27,-0.743,0.19,26.4896428111104,90.5477150055623,50.062,49.8842,49.7064,,9000,,
127,214.545494485456,1.232,60,0.252459499052825,0,-1.262,-0.737,0.187,26.4896474564434,90.5477291383859,50.074,49.8962,49.7184,,9000,,
128,216.190675879732,1.242,60,0.825622257158652,0,-1.234,-0.726,0.184,26.489652549252,90.5477446326021,50.063,49.8852,49.7074,,9000,,
129,217.372408031269,1.14,61,0.415698730934924,0,-1.172,-0.665,0.195,26.4896561892089,90.5477557067072,50.181,50.0032,49.8254,,9000,,
130,218.958953305638,0.782000000000004,54,0.831976717659805,0,-0.905,-0.473,0.179,26.4896610045833,90.5477697963333,50.475,50.2972,50.1194,,9000,,
131,220.628563641739,1.092,60,0.735762157951607,0,-1.168,-0.667,0.173,26.4896646400833,90.5477859659167,50.318,50.1402,49.9624,,9000,,
132,221.873603914646,1.09200000000001,62,0.502521434643686,0,-1.301,-0.746,0.165,26.4896659870425,90.5477989235107,50.406,50.2282,50.0504,,9000,,
133,223.591523456658,1.002,64,1.2840213658584,0,-1.354,-0.784,0.161,26.4896678148333,90.5478153460834,50.578,50.4002,50.2224,,9000,,
134,225.118032661434,0.960000000000001,66,1.94703171144745,0,-1.381,-0.799,0.155,26.4896666745556,90.5478305665556,50.678,50.5002,50.3224,,9000,,
135,226.853942997659,0.980000000000004,63,1.41874213130851,0,-1.43,-0.809,0.161,26.4896600888321,90.5478469443791,50.65,50.4722,50.2944,,9000,,
136,228.527048577381,0.984000000000002,63,1.86115894979512,0,-1.461,-0.847,0.168,26.4896537317108,90.5478621551585,50.611,50.4332,50.2554,,9000,,
137,230.046625031682,1,63,3.12860469633649,0,-1.466,-0.854,0.162,26.4896479565183,90.5478759735431,50.6,50.4222,50.2444,,9000,,
138,231.76345459241,1.042,65,11.1997592980186,0,-1.43,-0.81,0.168,26.4896414314873,90.5478915860714,50.6,50.4222,50.2444,,9000,,
139,233.291405982719,1.054,63,13.8218672096517,0,-1.49,-0.866,0.168,26.4896356262023,90.5479054764484,50.561,50.3832,50.2054,,9000,,
140,234.924003289381,1.088,61,9.25889537501417,0,-1.45,-0.831,0.198,26.4896294222161,90.5479203207977,50.533,50.3552,50.1774,,9000,,
141,236.48089944035,1.102,64,7.67940291730592,0,-1.446,-0.826,0.174,26.4896235076112,90.547934472736,50.487,50.3092,50.1314,,9000,,
142,237.962051828024,1.15000000000001,63,8.7371194197149,0,-1.42,-0.814,0.175,26.4896178832296,90.5479479302491,50.425,50.2472,50.0694,,9000,,
143,239.500282371503,1.13200000000001,63,4.0625770366911,0,-1.425,-0.818,0.167,26.4896120439327,90.5479619019874,50.5,50.3222,50.1444,,9000,,
144,241.4992498896,1.096,61,1.21269260273142,0,-1.413,-0.819,0.165,26.4896053179444,90.5479773754444,51.435,51.2572,51.0794,,9000,,
145,243.22354685425,1.088,60,3.1347354540545,0,-1.356,-0.768,0.168,26.4895987326561,90.5479930220354,51.865,51.6872,51.5094,,9000,,
146,244.958719898464,1.018,60,2.793372672599,0,-1.287,-0.727,0.167,26.489592372571,90.5480075360398,52.512,52.3342,52.1564,,9000,,
147,246.288838781512,1.188,62,1.50682705815882,0,-1.244,-0.701,0.171,26.4895871259384,90.5480195090908,52.584,52.4062,52.2284,,9000,,
148,248.043890715458,1.106,66,2.80290660034675,0,-1.183,-0.677,0.185,26.4895812538046,90.5480329095595,53.517,53.3392,53.1614,,9000,,
149,248.791756417709,1.508,74,2.40639662655367,0,-1.146,-0.583,0.201,26.489578429033,90.5480393558115,53.298,53.1202,52.9424,,9000,,
150,249.983837437647,1.428,64,2.53525713278967,0,-1.183,-0.674,0.183,26.4895737207839,90.548050100239,53.276,53.0982,52.9204,,9000,,
151,251.038779741386,1.012,62,2.77284418134571,0,-1.229,-0.701,0.176,26.4895696187526,90.5480594612491,53.462,53.2842,53.1064,,9000,,
152,252.960499265426,1.254,63,4.74182523238704,0,-1.328,-0.765,0.164,26.4895627795769,90.5480750685346,52.628,52.4502,52.2724,,9000,,
153,254.398855111948,1.40000000000001,59,4.65368809173803,0,-1.331,-0.766,0.161,26.4895571342705,90.5480879513557,52.791,52.6132,52.4354,,9000,,
154,255.589047828359,1.422,64,4.65368809173803,0,-1.352,-0.77,0.178,26.4895529128585,90.5480975847889,53.315,53.1372,52.9594,,9000,,
155,256.663675058791,1.142,62,0,0,-1.35,-0.768,0.186,26.4895487277524,90.5481071353681,53.135,52.9572,52.7794,,9000,,
156,258.235771575969,1.182,62,0,0,-1.378,-0.765,0.187,26.4895426355223,90.5481210380764,52.83,52.6522,52.4744,,9000,,
157,259.957215726417,1.222,61,0,0,-1.379,-0.777,0.179,26.4895359942629,90.5481361936858,52.46,52.2822,52.1044,,9000,,
158,261.593737179952,1.334,70,0,0,-1.386,-0.782,0.184,26.4895298985536,90.548150104324,51.915,51.7372,51.5594,,9000,,
159,263.02871366249,1.342,64,0,0,-1.373,-0.775,0.176,26.4895245664169,90.548162272457,51.428,51.2502,51.0724,,9000,,
160,264.428902777797,1.27800000000001,67,0,0,-1.37,-0.776,0.186,26.4895192924586,90.548174307821,51.006,50.8282,50.6504,,9000,,
161,266.012817649598,1.308,64,0,0,-1.336,-0.778,0.192,26.4895131974559,90.5481882168338,50.648,50.4702,50.2924,,9000,,
162,267.57777006615,1.222,64,0,0,-1.391,-0.837,0.201,26.4895070651227,90.5482022110314,50.45,50.2722,50.0944,,9000,,
163,268.617044015486,1.64,74,0,0,-1.339,-0.876,0.223,26.489503003255,90.548211480352,50.299,50.1212,49.9434,,9000,Pedestrian Path,
164,270.011376650606,1.932,76,0,0,-1.539,-0.515,0.248,26.4894976565729,90.5482236816599,49.964,49.7862,49.6084,,9000,,
165,271.390093610037,1.082,69,0,0,-1.431,-0.949,0.137,26.4894932407006,90.5482337588257,50.771,50.5932,50.4154,,9000,,
166,271.634171231448,1.14400000000001,70,0,0,-1.575,-1.059,0.242,26.4894932163861,90.548233814312,50.527,50.3492,50.1714,,9000,Pedestrian Path,
167,273.323777869102,1.284,75,0,0,-0.018,0.105,0.347,26.4894871115802,90.5482477456759,49.844,49.6662,49.4884,,9000,Road,
168,275.00561723023,1.384,75,0,0,0.009,0.618,0.261,26.4894807290834,90.5482623107342,49.377,49.1992,49.0214,,9000,,
169,276.445169455936,1.40000000000001,79,0,0,-0.652,-0.309,0.233,26.4894751681293,90.5482750010021,49.076,48.8982,48.7204,,9000,,
170,278.656077398514,1.35,78,0,0,-0.649,-0.249,0.151,26.4894666272044,90.548294491647,48.614,48.4362,48.2584,,9000,,
171,280.337405783164,1.47,66,0,0,-1.229,-0.474,0.157,26.4894604488415,90.5483085908494,49.231,49.0532,48.8754,,9000,,
172,281.687019923682,1.48,68,0,0,-1.221,-0.462,0.159,26.4894554060377,90.5483200986694,49.669,49.4912,49.3134,,9000,,
173,282.696503902262,1.106,72,0,0,-1.297,-0.551,0.191,26.4894515222372,90.5483289616092,49.44,49.2622,49.0844,,9000,,
174,284.827337396961,0.960000000000001,61,0,0,-1.408,-0.715,0.168,26.4894431453979,90.5483480777809,49.649,49.4712,49.2934,,9000,,
175,285.81007892713,1.226,63,0,0,-1.411,-0.721,0.162,26.4894392640009,90.5483569352297,49.668,49.4902,49.3124,,9000,,
